-1.347553254313044402e+00,7.684741781176018804e-01
-2.380830851809403015e+00,3.167496294471550122e-03
-1.222390609203966028e+00,1.945685279974816773e+00
-1.590301444382426599e+00,2.575027157388256605e-01
6.304230074637908743e-01,1.743807371160984498e+00
-2.766666471126875138e+00,-1.070935028597442162e+00
-1.169451360186487099e+00,8.556081875436127859e-02
-1.772338962076663638e+00,2.451012912726000081e+00
1.573889886267952232e+00,4.610852127189757343e-02
-1.315039565075731165e+00,-2.260181489227910401e-01
-3.201359739603493182e+00,-7.693048460841060976e-01
-2.015234805364927162e+00,-5.701227395049315305e-01
1.014375382834232564e+00,2.376449735319603462e+00
2.847943336723377072e+00,3.391371277815780960e+00
-4.803003653615697033e+00,-1.849617005927138624e+00
-1.505566372811303566e+00,8.631763461877278720e-01
-7.846920973746096539e-01,2.253952438243116863e+00
3.313873732495389302e-01,1.356923767766176514e+00
-2.126555251630036780e-01,1.911116773858740681e+00
8.315273898726718294e-01,2.971612107468232011e+00
-1.431282951923141589e+00,-2.779384110566740951e+00
1.281520274777525170e+00,-4.026618928365395256e-01
1.678543226928106424e-01,6.094178945142783022e-01
-3.027424114805667976e+00,-2.107435772293915210e+00
-3.659213462495030544e+00,-1.622569277666631837e+00
-1.470410379514385912e+00,3.689875808531551948e-01
5.371896847686665755e-01,1.049560898306686862e+00
-1.045967679700034569e+00,5.680447547220193183e-01
-2.167559999290042505e+00,-7.173031296913672250e-01
-5.721500066961280329e-01,2.792406943849440104e+00
-1.686922532476060166e+00,5.371569785711591827e-01
9.321778354719223447e-01,3.342024828705756789e+00
-7.649834844506901987e-01,4.593927826396894121e-01
-1.602295708249737993e-01,2.437797561902295573e+00
4.459473273339200627e-01,5.306803070608492323e-01
-2.168603187150617284e-01,1.763197284013998889e+00
-8.342950289086703552e-01,6.227254058401638925e-01
-2.530964204891670288e+00,-7.323247420259599849e-01
-1.088928007286267707e+00,2.933835541869027175e+00
-1.118053384393075778e+00,3.721016870318206937e+00
-4.402371833335625428e-01,2.669679421478036385e+00
2.351067102481427806e-01,2.643090563663720083e+00
-8.407918675419723264e-02,2.589929770939544351e+00
-3.184974442975624376e-01,7.635131418616600829e-01
-1.403994614103381000e-01,1.074278033173628799e+00
1.156368906208514513e+00,4.736405452424856222e+00
5.806223574168267731e-03,6.299043328176610057e-01
-1.029742667770978670e+00,2.609620219131580932e+00
5.624730596994638177e-01,1.692109554773050473e+00
-2.643236829223893025e+00,-1.783551837142839158e+00
-2.938966170844663939e+00,2.929503119190571603e+00
1.162712622520792660e+00,1.450913873624197548e+00
-3.354768630822364983e+00,2.006477004516606932e+00
-1.301116788400883850e+00,-1.812146846701512271e-01
6.247075392180012621e-01,3.150869411118816910e+00
-2.415967465245668411e+00,6.953504938721788431e-01
-1.833373915582047875e+00,2.912750613838588354e-01
-5.849022274101575158e-01,6.733797383764825728e-01
3.129741101372371936e-01,4.041779434834680274e+00
-1.506961160340939188e+00,4.384501968857399845e+00
-1.941287572260100847e-01,1.677932185588707936e+00
2.123326544078676381e+00,1.177711511800390243e+00
-8.727483569069128810e-01,-1.919998027611230729e+00
4.920885640854730791e-01,2.694447132202168582e+00
-1.209937389743672043e+00,-2.524650572425539696e-01
-8.703484052910844815e-01,2.600995927328704660e+00
-3.443245274752675389e+00,-1.484914660729063307e+00
-2.142709974066283607e+00,2.367701719922836734e-01
-1.737200060107896293e+00,-8.788323752413120804e-01
-2.173897551339250445e+00,-7.991993738219209664e-01
3.460087559536855206e-01,-1.093830834734388802e+00
-2.640827655426759790e+00,3.715610627295413693e-01
2.574677496677833854e+00,4.484843121222040097e+00
-3.578793618201764337e-01,1.823458186075946230e+00
-1.459966133335947713e+00,2.353467838212005780e+00
-1.888029784981823278e+00,1.418970436254611833e-01
-1.049500401893925572e+00,5.273356576106671412e-01
-2.746664713166635519e-01,2.228559447510009228e+00
-3.498613557554192122e-01,2.083238966161807149e+00
-1.591846253769449770e+00,1.826820781588040621e+00
-3.084280523088301251e+00,5.355070684555174321e-02
-2.652031227719761297e+00,-1.217105365707622067e+00
-4.770347634616666888e+00,-7.364088374441302154e-01
-2.792731104024267719e+00,8.859114111513317624e-01
-1.131491896164478206e+00,-2.519086415799888456e+00
-1.058066041877935071e+00,1.230458834881233088e+00
-1.522805705104597784e+00,1.637753056797191853e+00
-1.956190703773551309e+00,1.688513990330003489e+00
-8.378602050348380459e-01,-6.815011240319119867e-01
1.248744913147690205e-01,1.933374605386324996e+00
-2.052095030045370194e+00,-3.463334791549308456e-01
3.446240436327605572e-01,1.340535010679014150e+00
3.029158900881023797e-02,5.108795563566806308e+00
-1.615300899561435521e+00,1.541524290870448066e+00
-1.465542431938449131e+00,1.668870870483887270e+00
